[32mI[12:58:12,602] [main]HashApp:[m Listening on localhost:6001
[32mI[12:58:13,111] [main]StateMachine:[m Listening on localhost:5001
[32mI[12:58:13,156] [main]StateMachine:[m Starting in ACTIVE as I am part of initial membership
[32mI[12:58:13,170] [400-PaxosAgreement]PaxosAgreement:[m Channel 2 created, I am 127.0.0.1:5001
[32mI[12:58:13,182] [400-PaxosAgreement]PaxosAgreement:[m Agreement starting at instance 0,  membership: [127.0.0.1:5000, 127.0.0.1:5001, 127.0.0.1:5002]
[36mD[12:58:13,203] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,207] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,225] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,240] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[32mI[12:58:13,243] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5001 is up
[32mI[12:58:13,243] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5000 is up
[36mD[12:58:13,243] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,247] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,250] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,255] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,258] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,267] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,271] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,274] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,277] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,281] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,284] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,287] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,290] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,292] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,295] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,298] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,300] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,302] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,304] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,305] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,307] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,308] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,309] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,311] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,312] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,314] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,315] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,317] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,318] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,320] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,321] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
[36mD[12:58:13,323] [200-StateMachine]StateMachine:[m Connection to 127.0.0.1:5002 failed, cause: io.netty.channel.AbstractChannel$AnnotatedConnectException: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:5002
